Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma,description,code
S050102,C0100,,,1 140,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0100,,,383,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0100,,,757,2020,ErgoHestia,Netto,R0200
S050102,C0100,,,1 126,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0100,,,357,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0100,,,769,2020,ErgoHestia,Netto,R0300
S050102,C0100,,,289,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0100,,,-2,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0100,,,291,2020,ErgoHestia,Netto,R0400
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0100,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0100,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0100,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0100,,,185,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0100,,,0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0100,,,0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0110,,,177 525,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0110,,,354,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0110,,,83,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0110,,,177 797,2020,ErgoHestia,Netto,R0200
S050102,C0110,,,163 706,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0110,,,384,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0110,,,542,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0110,,,163 548,2020,ErgoHestia,Netto,R0300
S050102,C0110,,,81 524,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0110,,,228,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0110,,,24,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0110,,,81 728,2020,ErgoHestia,Netto,R0400
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0110,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0110,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0110,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0110,,,78 033,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0110,,,0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0110,,,0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0120,,,56 259,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0120,,,109 337,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0120,,,46 932,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0120,,,118 664,2020,ErgoHestia,Netto,R0200
S050102,C0120,,,111 060,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0120,,,106 707,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0120,,,38 975,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0120,,,178 792,2020,ErgoHestia,Netto,R0300
S050102,C0120,,,42 749,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0120,,,4 891,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0120,,,26 225,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0120,,,21 415,2020,ErgoHestia,Netto,R0400
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0120,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0120,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0120,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0120,,,154 855,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0120,,,0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0120,,,0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0130,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0130,,,0.0,2020,ErgoHestia,Netto,R0200
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0130,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0130,,,0.0,2020,ErgoHestia,Netto,R0300
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0130,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0130,,,0.0,2020,ErgoHestia,Netto,R0400
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0130,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0130,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0130,,,0.0,2020,ErgoHestia,Netto,R0500
S050102,C0130,,,0.0,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0130,,,0.0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0130,,,0.0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0140,,,1 529,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0140,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0140,,,1 529,2020,ErgoHestia,Netto,R0200
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0140,,,431,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0140,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0140,,,431,2020,ErgoHestia,Netto,R0300
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0140,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0140,,,0,2020,ErgoHestia,Netto,R0400
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0140,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0140,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0140,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0140,,,88,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0140,,,0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0140,,,0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0150,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0150,,,0.0,2020,ErgoHestia,Netto,R0200
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0150,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0150,,,0.0,2020,ErgoHestia,Netto,R0300
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0150,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0150,,,0.0,2020,ErgoHestia,Netto,R0400
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0150,,,0.0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0150,,,0.0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0150,,,0.0,2020,ErgoHestia,Netto,R0500
S050102,C0150,,,0.0,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0150,,,0.0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0150,,,0.0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0160,,,79,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0160,,,58,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0160,,,21,2020,ErgoHestia,Netto,R0200
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0160,,,1 653,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0160,,,980,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0160,,,673,2020,ErgoHestia,Netto,R0300
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0160,,,1 919,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0160,,,-584,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0160,,,2 503,2020,ErgoHestia,Netto,R0400
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0160,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0160,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0160,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0160,,,87,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0160,,,0,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0160,,,0,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0200,,,6 079 777,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0200,,,444 762,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0200,,,1 608,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0200,,,596 775,2020,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0200,,,5 929 372,2020,ErgoHestia,Netto,R0200
S050102,C0200,,,5 797 203,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0200,,,441 026,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0200,,,2 085,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0200,,,552 278,2020,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0200,,,5 688 034,2020,ErgoHestia,Netto,R0300
S050102,C0200,,,3 055 836,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0200,,,134 694,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0200,,,1 919,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0200,,,291 082,2020,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0200,,,2 901 367,2020,ErgoHestia,Netto,R0400
S050102,C0200,,,0,2020,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0200,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0200,,,0,2020,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0200,,,0,2020,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0200,,,0,2020,ErgoHestia,Netto,R0500
S050102,C0200,,,2 227 204,2020,ErgoHestia,Koszty poniesione,R0550
S050102,C0200,,,199 305,2020,ErgoHestia,Pozostałe koszty,R1200
S050102,C0200,,,2 426 509,2020,ErgoHestia,Koszty ogółem,R1300
S050102,C0010,,,22 207,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0010,,,110 746,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0010,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0010,,,132 952,2021,ErgoHestia,Netto,R0200
S050102,C0010,,,25 180,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0010,,,75 468,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0010,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0010,,,100 648,2021,ErgoHestia,Netto,R0300
S050102,C0010,,,8 269,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0010,,,552,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0010,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0010,,,8 821,2021,ErgoHestia,Netto,R0400
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0010,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0010,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0010,,,0,2021,ErgoHestia,Netto,R0500
S050102,C0010,,,84 687,2021,ErgoHestia,Koszty poniesione,R0550
S050102,C0010,,,0,2021,ErgoHestia,Pozostałe koszty,R1200
S050102,C0010,,,0,2021,ErgoHestia,Koszty ogółem,R1300
S050102,C0020,,,150 264,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0020,,,112 120,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0020,,,214,2021,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0020,,,262 170,2021,ErgoHestia,Netto,R0200
S050102,C0020,,,169 770,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0020,,,77 021,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0020,,,901,2021,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0020,,,245 890,2021,ErgoHestia,Netto,R0300
S050102,C0020,,,18 616,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0020,,,266,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0020,,,400,2021,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0020,,,18 482,2021,ErgoHestia,Netto,R0400
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0020,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0020,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0020,,,0,2021,ErgoHestia,Netto,R0500
S050102,C0020,,,139 221,2021,ErgoHestia,Koszty poniesione,R0550
S050102,C0020,,,0,2021,ErgoHestia,Pozostałe koszty,R1200
S050102,C0020,,,0,2021,ErgoHestia,Koszty ogółem,R1300
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0030,,,0.0,2021,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0030,,,0.0,2021,ErgoHestia,Netto,R0200
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0030,,,0.0,2021,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0030,,,0.0,2021,ErgoHestia,Netto,R0300
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0030,,,0.0,2021,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0030,,,0.0,2021,ErgoHestia,Netto,R0400
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0030,,,0.0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0030,,,0.0,2021,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0030,,,0.0,2021,ErgoHestia,Netto,R0500
S050102,C0030,,,0.0,2021,ErgoHestia,Koszty poniesione,R0550
S050102,C0030,,,0.0,2021,ErgoHestia,Pozostałe koszty,R1200
S050102,C0030,,,0.0,2021,ErgoHestia,Koszty ogółem,R1300
S050102,C0040,,,2 620 541,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0040,,,35 448,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0040,,,189 868,2021,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0040,,,2 466 121,2021,ErgoHestia,Netto,R0200
S050102,C0040,,,2 586 069,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0040,,,40 450,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0040,,,187 394,2021,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0040,,,2 439 125,2021,ErgoHestia,Netto,R0300
S050102,C0040,,,1 408 867,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0040,,,21 731,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0040,,,96 739,2021,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0040,,,1 333 858,2021,ErgoHestia,Netto,R0400
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0040,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0040,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0040,,,0,2021,ErgoHestia,Netto,R0500
S050102,C0040,,,753 653,2021,ErgoHestia,Koszty poniesione,R0550
S050102,C0040,,,0,2021,ErgoHestia,Pozostałe koszty,R1200
S050102,C0040,,,0,2021,ErgoHestia,Koszty ogółem,R1300
S050102,C0050,,,1 780 885,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0050,,,5 913,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0130
S050102,C0050,,,10 626,2021,ErgoHestia,Udział zakładów reasekuracji,R0140
S050102,C0050,,,1 776 172,2021,ErgoHestia,Netto,R0200
S050102,C0050,,,1 669 687,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0210
S050102,C0050,,,4 689,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0220
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0230
S050102,C0050,,,10 093,2021,ErgoHestia,Udział zakładów reasekuracji,R0240
S050102,C0050,,,1 664 283,2021,ErgoHestia,Netto,R0300
S050102,C0050,,,1 114 666,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0310
S050102,C0050,,,2 259,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0320
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0330
S050102,C0050,,,18 859,2021,ErgoHestia,Udział zakładów reasekuracji,R0340
S050102,C0050,,,1 098 066,2021,ErgoHestia,Netto,R0400
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0410
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0420
S050102,C0050,,,0,2021,ErgoHestia,Brutto – Przyjęta reasekuracja nieproporcjonalna,R0430
S050102,C0050,,,0,2021,ErgoHestia,Udział zakładów reasekuracji,R0440
S050102,C0050,,,0,2021,ErgoHestia,Netto,R0500
S050102,C0050,,,483 017,2021,ErgoHestia,Koszty poniesione,R0550
S050102,C0050,,,0,2021,ErgoHestia,Pozostałe koszty,R1200
S050102,C0050,,,0,2021,ErgoHestia,Koszty ogółem,R1300
S050102,C0060,,,36 575,2021,ErgoHestia,Brutto – Bezpośrednia działalność ubezpieczeniowa,R0110
S050102,C0060,,,443,2021,ErgoHestia,Brutto – Przyjęta reasekuracja proporcjonalna,R0120
